CERT,NAME,CITY,STALP,ZIP,ADDRESS,website,asset_band,asset_musd,fed_regulator,state_regulator,n_signals,score,signals,service_lines,EQV,EQV_pct,RBC1AAJ,RBCT1CER,ROA,ROA_pct,ROE,NIMY,EEFFR,EEFFR_pct,NCLNLSR,NPERFV,ELNANTR,LNLSDEPR,brokered_pct,asset_growth_yoy,cre_ratio,cd_ratio,cre_breach_loss_pct,uninsured_pct,LNAGR
14036,The Missouri Bank,Warrenton,MO,63383,104 North Highway 47,https://www.themissouribank.com,$250M-$1B,461.5,Federal Reserve,Missouri Division of Finance,0,0,,,12.462,0.79,12.572,,2.139,0.896,18.31,3.932,46.299,0.118,0.126,0.086,583.333,76.94,0.0,-0.018,233.5,66.67,42.827,0.244,0.138
14056,Farmers and Merchants Bank of St. Clair,Saint Clair,MO,63077,959 N Commercial Ave,https://www.fmb4banking.bank,$250M-$1B,343.5,FDIC,Missouri Division of Finance,0,0,,,11.773,0.729,12.755,18.3,1.192,0.449,10.32,4.055,64.371,0.589,0.0,0.0,86.413,77.009,0.0,-0.012,195.9,51.694,24.902,0.126,0.029
14058,Great Plains State Bank,Petersburg,NE,68652,140 Main St,https://www.gpsbanks.com,$250M-$1B,392.0,FDIC,Nebraska Department of Banking and Finance,2,30,credit_deterioration; ag_concentration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,10.756,0.601,10.808,,1.107,0.392,9.65,3.537,57.122,0.362,4.136,3.499,177.936,90.483,0.073,0.048,146.277,46.929,68.363,0.15,21.62
14065,Vallant Bank,Elberton,GA,30635,884 Elbert St,https://www.vallant.bank,$3B+,3985.3,FDIC,Georgia Department of Banking and Finance,3,60,rapid_growth; bsa_aml_scaling; thin_cre_cushion,"KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: BSA/AML program enhancement + independent testing (AML & Sanctions / OFAC); KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized",12.262,0.763,12.698,12.04,1.331,0.519,12.22,4.965,68.406,0.848,0.506,0.394,80.275,85.191,0.0,0.765,264.029,90.117,9.329,0.205,0.199
14069,State Bank of Scotia,Scotia,NE,68875,104 S Main St,https://StateBankofScotia.Bank,<$250M,61.0,FDIC,Nebraska Department of Banking and Finance,3,35,excess_capital; credit_deterioration; ag_concentration,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,19.975,0.917,19.869,34.3,0.4,0.154,1.97,2.411,69.333,0.579,7.839,3.452,333.333,53.692,0.0,-0.031,12.48,0.0,575.952,0.142,17.102
14073,County National Bank,Hillsdale,MI,49242,1 S Howell St,https://WWW.CNBB.BANK,$1B-$3B,1364.6,OCC,N/A (federally chartered),2,28,credit_deterioration; funding_liquidity,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice,9.222,0.28,9.339,11.01,1.001,0.337,10.83,4.03,69.275,0.746,2.622,2.208,222.93,101.915,0.061,0.07,174.376,73.635,10.202,0.249,1.024
14079,GNB Bank,Grundy Center,IA,50638,529 G Ave,https://www.gnbbank.com,$250M-$1B,621.3,Federal Reserve,Iowa Division of Banking,2,17,excess_capital; ag_concentration,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,12.75,0.809,12.222,15.45,1.679,0.736,13.37,4.096,63.158,0.561,0.619,0.445,0.0,88.46,0.075,-0.009,59.089,8.816,67.92,0.34,18.191
14083,Bison State Bank,Bison,KS,67520,223 Main St,https://www.bisonstatebank.com,<$250M,125.8,FDIC,Kansas Office of the State Bank Commissioner,5,83,weak_efficiency; funding_liquidity; rapid_growth; bsa_aml_scaling; cre_concentration,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: BSA/AML program enhancement + independent testing (AML & Sanctions / OFAC); KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria)",10.622,0.424,10.26,,1.011,0.414,10.09,3.997,85.053,0.854,0.321,0.253,0.0,99.149,0.201,0.239,391.114,49.299,25.568,0.205,0.166
1409,Kensington Bank,Kensington,MN,56343,11 Central Ave N,https://www.kensington.bank,$250M-$1B,446.7,FDIC,Minnesota Department of Commerce,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,9.979,0.467,9.902,11.61,1.305,0.517,13.57,4.35,50.753,0.196,0.577,0.444,113.942,90.69,0.013,-0.012,148.62,29.102,12.767,0.169,10.739
14095,The First National Bank in Falfurrias,Falfurrias,TX,78355,200 S Saint Marys St,https://www.fnbfal.com,<$250M,79.4,OCC,N/A (federally chartered),0,0,,,9.899,0.335,9.822,,1.733,0.797,18.71,4.068,57.67,0.286,0.079,0.021,0.0,29.705,0.0,0.031,70.356,11.154,142.135,0.31,0.423
14096,Generations Bank,Exeter,NE,68351,139 S Exeter Ave,https://generations.bank,<$250M,58.3,FDIC,Nebraska Department of Banking and Finance,2,28,credit_deterioration; under_reserved,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review,10.492,0.408,10.578,,0.807,0.315,8.08,3.665,71.329,0.627,1.901,1.438,0.0,92.684,0.064,0.068,97.351,25.463,102.721,0.095,10.792
14113,The Peoples State Bank,Ellettsville,IN,47429,601 E Temperance St,https://www.psbanywhere.com,$250M-$1B,506.6,FDIC,Indiana Department of Financial Institutions,0,0,,,9.345,0.346,10.469,,1.479,0.624,15.72,3.725,64.527,0.593,0.191,0.105,0.0,61.794,0.0,0.09,206.878,53.681,48.338,0.295,0.0
1413,Perennial Bank,Darwin,MN,55324,318 N 1st St,https://www.perennialbank.com,<$250M,158.1,FDIC,Minnesota Department of Commerce,0,0,,,8.028,0.115,9.483,23.66,0.998,0.408,12.57,2.987,59.652,0.336,1.357,0.562,2050.0,44.618,0.0,0.065,32.668,26.366,183.241,0.111,2.575
14134,Passumpsic Savings Bank,Saint Johnsbury,VT,5819,497 Railroad St,https://www.passumpsicbank.com,$250M-$1B,934.5,FDIC,Vermont Department of Financial Regulation,3,38,excess_capital; weak_efficiency; near_fdicia_1b,"Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026)",13.596,0.858,13.061,19.67,1.352,0.54,10.24,3.306,86.509,0.927,0.713,1.067,149.254,86.063,0.0,0.059,34.312,8.6,151.605,0.244,0.005
14136,Wells River Savings Bank,Wells River,VT,5081,34 Main St N,https://www.wellsriversavings.com,$250M-$1B,266.9,FDIC,Vermont Department of Financial Regulation,1,15,weak_efficiency,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review,8.84,0.251,10.752,16.19,0.621,0.153,6.99,4.129,80.822,0.888,0.631,0.441,411.111,78.926,0.0,0.076,50.41,11.639,82.572,0.066,0.16
14140,Northfield Savings Bank,Northfield,VT,5663,33 S Main St,https://www.nsbvt.com,$1B-$3B,1576.6,FDIC,Vermont Department of Financial Regulation,1,15,weak_efficiency,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review,9.947,0.456,10.962,,0.712,0.155,7.33,3.085,73.515,0.828,0.523,0.383,1093.75,86.036,0.0,0.01,196.869,29.839,50.795,0.18,0.0
1415,Northwoods Bank of Minnesota,Park Rapids,MN,56470,1200 First St E,https://www.northwoodsbank.com,<$250M,140.6,OCC,N/A (federally chartered),0,0,,,9.221,0.241,11.219,,1.05,0.441,11.4,4.015,73.695,0.681,0.03,0.016,0.0,61.274,0.004,0.026,57.297,26.338,174.529,0.191,0.0
14158,Union Bank,Morrisville,VT,5661,20 Main St,https://www.ublocal.com,$1B-$3B,1558.1,FDIC,Vermont Department of Financial Regulation,5,91,weak_efficiency; funding_liquidity; cre_concentration; thin_cre_cushion; pre_enforcement,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria); KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",6.808,0.021,7.819,12.81,0.801,0.205,12.83,3.117,75.985,0.873,1.35,0.974,0.0,101.422,0.04,0.053,335.205,70.792,8.1,0.394,0.005
14168,Peoples Trust Company of St. Albans,Saint Albans,VT,5478,25 Kingman St,https://www.ptcvt.com,$250M-$1B,395.4,FDIC,Vermont Department of Financial Regulation,1,15,weak_efficiency,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review,11.061,0.651,11.785,16.41,1.017,0.335,9.16,4.264,75.247,0.818,0.407,0.307,150.943,84.359,0.0,0.049,148.335,18.949,29.26,0.181,0.461
1417,Woodlands National Bank,Hinckley,MN,55037,122 Main St E,https://www.woodlandsnationalbank.com,$250M-$1B,331.0,OCC,N/A (federally chartered),3,49,weak_efficiency; funding_liquidity; pre_enforcement,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",9.254,0.327,11.195,23.71,0.635,0.159,6.69,3.139,74.729,0.812,1.417,0.554,5.435,40.138,0.127,0.04,87.767,9.763,68.262,0.295,0.041
14178,Silex Banking Company,Silex,MO,63377,1159 Highway E,https://www.silexbank.com,<$250M,98.2,FDIC,Missouri Division of Finance,0,0,,,13.899,0.73,14.67,,1.049,0.44,7.47,3.65,66.923,0.521,0.906,0.572,0.0,72.787,0.0,0.047,76.387,63.282,130.913,0.158,3.719
1418,Bank of Weston,Weston,MO,64098,18255 Highway 45 North,https://www.bankofweston.com,<$250M,246.5,FDIC,Missouri Division of Finance,1,22,thin_cre_cushion,KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized,8.271,0.143,8.788,12.53,1.884,0.851,22.96,4.732,51.65,0.158,0.896,0.677,0.0,79.436,0.0,0.105,297.889,41.479,9.208,0.206,0.443
14184,Marion Community Bank,Marion,AL,36756,601 Washington St,https://www.marion-bank.com,$250M-$1B,364.2,FDIC,Alabama State Banking Department,2,28,credit_deterioration; under_reserved,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review,6.457,0.033,9.831,,1.065,0.365,16.41,4.181,70.148,0.728,2.3,1.495,0.0,71.1,0.0,0.062,228.341,83.916,43.794,0.212,1.561
14185,"First State Bank and Trust Company, Inc.",Caruthersville,MO,63830,100 W 3rd St,https://www.fsbtrust.com,$250M-$1B,659.0,Federal Reserve,Missouri Division of Finance,3,40,credit_deterioration; funding_liquidity; ag_concentration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,11.153,0.66,12.569,,1.852,0.818,16.98,4.499,54.024,0.273,4.76,3.611,201.536,86.105,0.132,0.085,153.898,61.371,64.978,0.195,13.458
14195,Farmers Trust and Savings Bank,Buffalo Center,IA,50424,101 N Main St,https://www.ftsbbank.bank,$250M-$1B,422.7,Federal Reserve,Iowa Division of Banking,3,50,rapid_growth; bsa_aml_scaling; ag_concentration,"KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: BSA/AML program enhancement + independent testing (AML & Sanctions / OFAC); KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles",11.166,0.662,9.91,,1.583,0.688,14.55,3.883,59.829,0.452,0.063,0.054,132.353,96.001,0.013,0.201,37.09,1.935,269.616,0.226,28.089
14207,Lincoln Savings Bank,Reinbeck,IA,50669,508 Main St,https://www.mylsb.com,$1B-$3B,1712.2,FDIC,Iowa Division of Banking,6,94,credit_deterioration; under_reserved; weak_efficiency; weak_profitability; thin_cre_cushion; pre_enforcement,"KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",9.8,0.415,9.122,11.79,-1.022,0.006,-11.04,3.048,88.312,0.974,4.325,3.472,0.0,79.042,0.051,-0.036,254.833,32.207,9.151,0.234,3.01
14208,Security Savings Bank,Gowrie,IA,50543,1015 Market St,https://www.securitysavingsbank.com,<$250M,193.7,Federal Reserve,Iowa Division of Banking,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,14.664,0.778,13.169,15.15,2.224,0.925,15.61,4.716,49.473,0.119,0.04,0.03,0.0,89.338,0.0,0.013,39.893,0.0,97.865,0.204,22.527
14209,Farmers State Bank,Marion,IA,52302,1240 8th Ave,https://www.myfsbonline.com,$1B-$3B,1118.6,FDIC,Iowa Division of Banking,2,23,excess_capital; near_fdicia_1b,"Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026)",14.003,0.892,14.37,,2.165,0.921,15.84,3.634,46.847,0.135,0.213,0.166,0.0,93.728,0.044,0.045,269.098,61.394,37.161,0.127,2.906
14222,Security Financial Bank,Durand,WI,54736,212 W Prospect St,https://www.sfbank.com,$1B-$3B,1040.8,Federal Reserve,Wisconsin Department of Financial Institutions,1,18,near_fdicia_1b,"KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026)",9.528,0.349,9.668,11.98,1.637,0.763,17.42,3.805,54.493,0.329,1.438,1.092,331.492,90.28,0.074,0.06,160.231,68.731,15.226,0.22,6.203
14225,The Home National Bank of Thorntown,Thorntown,IN,46071,117 E Main St,https://www.thehomenationalbank.com,<$250M,185.6,OCC,N/A (federally chartered),0,0,,,9.567,0.285,10.368,,0.962,0.392,10.12,4.274,67.274,0.536,0.622,0.435,882.353,76.583,0.0,0.034,33.342,27.341,299.921,0.251,0.959
14230,Malvern Bank,Malvern,IA,51551,404 Main St,https://www.malvern.bank,$250M-$1B,253.2,FDIC,Iowa Division of Banking,2,22,funding_liquidity; ag_concentration,KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,8.744,0.232,8.908,10.56,1.451,0.605,16.58,3.943,59.305,0.435,0.371,0.319,170.0,98.866,0.081,0.129,83.229,41.643,16.662,0.22,11.454
14247,United Bank and Trust Company,Hampton,IA,50441,400 Central Ave E,https://www.ubtc.net,<$250M,228.4,FDIC,Iowa Division of Banking,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,12.355,0.612,14.83,,1.842,0.837,15.27,3.398,43.577,0.057,0.0,0.0,0.0,60.928,0.0,0.058,29.393,0.0,340.22,0.206,16.063
1426,Focus Bank,Charleston,MO,63834,101 South Main Street,https://www.focusbank.com,$250M-$1B,854.1,FDIC,Missouri Division of Finance,2,28,funding_liquidity; near_fdicia_1b,"KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026)",12.119,0.758,12.611,,1.667,0.732,14.15,4.581,64.447,0.59,0.845,0.706,196.373,103.623,0.0,-0.001,116.15,51.481,86.096,0.197,7.429
14260,Walters Bank and Trust Company,Walters,OK,73572,201 N Broadway St,https://waltersbt.com,<$250M,70.3,FDIC,Oklahoma State Banking Department,1,5,excess_capital,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence,19.406,0.913,20.032,,2.334,0.941,12.04,4.831,53.184,0.187,0.057,0.149,0.0,60.638,0.0,0.067,26.243,0.0,381.058,0.118,10.955
14264,Cornhusker Bank,Lincoln,NE,68510,8310 O St,https://www.cornhusker.bank,$1B-$3B,1049.5,Federal Reserve,Nebraska Department of Banking and Finance,3,60,near_fdicia_1b; cre_concentration; thin_cre_cushion,"KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026); KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria); KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized",9.811,0.419,10.119,12.68,1.425,0.673,14.6,3.407,61.963,0.551,0.019,0.016,-72.464,98.895,0.005,0.019,413.104,67.172,6.836,0.2,0.03
14266,National Bank of Commerce,Superior,WI,54880,1127 Tower Ave,https://www.nbcbanking.com,$1B-$3B,2233.3,OCC,N/A (federally chartered),3,52,funding_liquidity; cre_concentration; thin_cre_cushion,"KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria); KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized",9.847,0.433,9.331,11.1,1.996,0.868,20.52,4.386,50.011,0.213,0.643,0.502,265.302,91.96,0.151,0.04,317.598,80.684,5.319,0.29,0.314
14269,The Citizens State Bank,Marysville,KS,66508,800 Broadway,https://www.csbmarysville.com,$250M-$1B,442.4,FDIC,Kansas Office of the State Bank Commissioner,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,7.811,0.115,9.761,,2.106,0.89,26.83,3.806,37.704,0.028,1.284,1.002,0.0,89.395,0.0,0.06,62.582,10.918,159.79,0.289,20.785
1427,United Security Bank,Fulton,MO,65251,2050 N Bluff St,https://WWW.UNITEDSECURITYBANKOFMO.COM,<$250M,97.2,FDIC,Missouri Division of Finance,1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),12.152,0.6,13.383,19.42,1.832,0.832,15.76,4.015,51.64,0.157,0.0,0.0,140.909,93.035,0.0,0.033,130.011,41.051,39.717,0.391,1.14
